Name,Latitude,Longitude,pop_buffer_hybrid,ho_size,EI_SubArea,PLN_Cabang,PROVINSI,XY_Source,full_population_2010_Census_BIG_method,distance_to_nearest_line_km,Desa,population_buffer_corrected,SettlementTargetElectrificationRate_2010Census,pop_outside_1kmBuffer,pop
820306002599,-1.95211515405292,124.454148706781,35,3.18,Sanana&Dofa,Ternate,MALUKU UTARA,BPS_Centroids,35,7.653140723,8203060025,35,1,35,35
820306002601,-1.954762,124.38357,479,4.23,Sanana&Dofa,Ternate,MALUKU UTARA,BIG_Settlements,1075,1.351932107,8203060026,479,0.45,1075,1075
820306002799,-1.90113987195747,124.370874385038,77,3.85,Sanana&Dofa,Ternate,MALUKU UTARA,BPS_Centroids,77,1.805677629,8203060027,77,1,77,77
820306100101,-1.646366,124.556256,1289,3.91,Sanana&Dofa,Ternate,MALUKU UTARA,BIG_Settlements,1289,9.124087262,8203061001,1289,1,1289,1289
820306100201,-1.653226,124.693876,714,5.17,Sanana&Dofa,Ternate,MALUKU UTARA,BIG_Settlements,714,24.23156314,8203061002,714,1,714,714
820306100301,-1.68008,124.807554,1228,4.37,Sanana&Dofa,Ternate,MALUKU UTARA,BIG_Settlements,1228,36.88004481,8203061003,1228,1,1228,1228
820306100401,-1.683158,124.867097,723,4.52,Sanana&Dofa,Ternate,MALUKU UTARA,BIG_Settlements,723,43.51407058,8203061004,723,1,723,723
820306100501,-1.682607,124.826784,971,5.14,Sanana&Dofa,Ternate,MALUKU UTARA,BIG_Settlements,971,39.03046619,8203061005,971,1,971,971
820306100601,-1.657408,124.709636,1225,4.47,Sanana&Dofa,Ternate,MALUKU UTARA,BIG_Settlements,1225,25.96313969,8203061006,1225,1,1225,1225
820306100701,-1.644009,124.591108,625,4.96,Sanana&Dofa,Ternate,MALUKU UTARA,BIG_Settlements,625,12.97422806,8203061007,625,1,625,625
820306100801,-1.672657,124.511254,822,4.26,Sanana&Dofa,Ternate,MALUKU UTARA,BIG_Settlements,822,3.958150354,8203061008,822,1,822,822
820306100802,-1.665702,124.524099,1609,4.26,Sanana&Dofa,Ternate,MALUKU UTARA,BIG_Settlements,1609,5.303435213,8203061008,1609,1,1609,1609
820306100901,-1.663163,124.566925,224,5.09,Sanana&Dofa,Ternate,MALUKU UTARA,BIG_Settlements,224,10.07138651,8203061009,224,1,224,224
820306101001,-1.684066,124.799866,288,3.84,Sanana&Dofa,Ternate,MALUKU UTARA,BIG_Settlements,288,36.04800932,8203061010,288,1,288,288
820306101201,-1.709861,124.89878,52,4.52,Sanana&Dofa,Ternate,MALUKU UTARA,BIG_Settlements,52,47.25123733,8203061012,52,1,52,52
820306101202,-1.705434,124.93301,156,4.52,Sanana&Dofa,Ternate,MALUKU UTARA,BIG_Settlements,156,47.67352274,8203061012,156,1,156,156
820306101301,-1.670549,124.775849,144,3.79,Sanana&Dofa,Ternate,MALUKU UTARA,BIG_Settlements,144,33.32116862,8203061013,144,1,144,144
820306101401,-1.670325,124.748073,246,5.02,Sanana&Dofa,Ternate,MALUKU UTARA,BIG_Settlements,246,30.23051272,8203061014,246,1,246,246
820306101501,-1.692559,124.521629,352,4.24,Sanana&Dofa,Ternate,MALUKU UTARA,BIG_Settlements,352,5.859907576,8203061015,352,1,352,352
820306101699,-1.74870594672253,124.506060997707,212,4.61,Sanana&Dofa,Ternate,MALUKU UTARA,BPS_Centroids,212,9.779155569,8203061016,212,1,212,212
820306200101,-1.766857,124.368965,1012,4.4,Sanana&Dofa,Ternate,MALUKU UTARA,BIG_Settlements,2811,0.337834522,8203062001,1012,0.36,0,0
820306200201,-1.778816,124.368862,96,3.99,Sanana&Dofa,Ternate,MALUKU UTARA,BIG_Settlements,602,0.250723597,8203062002,96,0.16,0,0
820306200301,-1.78886,124.357362,168,4.5,Sanana&Dofa,Ternate,MALUKU UTARA,BIG_Settlements,351,0.053473634,8203062003,168,0.48,0,0
820306200401,-1.871453,124.34193,78,4.32,Sanana&Dofa,Ternate,MALUKU UTARA,BIG_Settlements,315,0.181668715,8203062004,78,0.25,0,0
820306300101,-1.664103,124.465047,1088,4.01,Sanana&Dofa,Ternate,MALUKU UTARA,BIG_Settlements,1088,1.2744975,8203063001,1088,1,1088,1088
820306300201,-1.665544,124.43837,681,4.18,Sanana&Dofa,Ternate,MALUKU UTARA,BIG_Settlements,681,0.122565705,8203063002,681,1,0,0
820306300301,-1.701032,124.368668,38,3.83,Sanana&Dofa,Ternate,MALUKU UTARA,BIG_Settlements,1689,2.989369267,8203063003,38,0.02,1689,1689
820306300601,-1.697878,124.371771,334,4.17,Sanana&Dofa,Ternate,MALUKU UTARA,BIG_Settlements,2325,2.614773818,8203063006,334,0.14,2325,2325
820306300799,-1.67636335005104,124.489916863304,194,4.97,Sanana&Dofa,Ternate,MALUKU UTARA,BPS_Centroids,194,1.934047962,8203063007,194,1,194,194
820306400199,-1.88238741224512,124.667887840038,1741,4.86,Sanana&Dofa,Ternate,MALUKU UTARA,BPS_Centroids,1741,32.0626336,8203064001,1741,1,1741,1741
820306400201,-1.865231,124.739356,160,4.61,Sanana&Dofa,Ternate,MALUKU UTARA,BIG_Settlements,160,36.64497152,8203064002,160,1,160,160
820306400202,-1.909875,124.786659,1980,4.61,Sanana&Dofa,Ternate,MALUKU UTARA,BIG_Settlements,1980,43.82092848,8203064002,1980,1,1980,1980
820306400301,-1.892909,124.851868,31,4.91,Sanana&Dofa,Ternate,MALUKU UTARA,BIG_Settlements,31,48.74615578,8203064003,31,1,31,31
820306400302,-1.892557,124.854099,73,4.91,Sanana&Dofa,Ternate,MALUKU UTARA,BIG_Settlements,73,48.93911895,8203064003,73,1,73,73
820306400303,-1.892926,124.848259,627,4.91,Sanana&Dofa,Ternate,MALUKU UTARA,BIG_Settlements,627,48.40346182,8203064003,627,1,627,627
820306400304,-1.891218,124.859649,177,4.91,Sanana&Dofa,Ternate,MALUKU UTARA,BIG_Settlements,177,49.39558506,8203064003,177,1,177,177
820306400305,-1.891639,124.864936,1203,4.91,Sanana&Dofa,Ternate,MALUKU UTARA,BIG_Settlements,1203,49.92749148,8203064003,1203,1,1203,1203
820306400401,-1.946733,124.709987,822,5.27,Sanana&Dofa,Ternate,MALUKU UTARA,BIG_Settlements,822,36.04932509,8203064004,822,1,822,822
820306400599,-1.89287453824541,124.634917410075,893,4.75,Sanana&Dofa,Ternate,MALUKU UTARA,BPS_Centroids,893,28.23728713,8203064005,893,1,893,893
820306400699,-1.84123414637519,124.715769360537,367,5.1,Sanana&Dofa,Ternate,MALUKU UTARA,BPS_Centroids,367,32.95904394,8203064006,367,1,367,367
820306400799,-1.90826724219756,124.732689129869,664,5.93,Sanana&Dofa,Ternate,MALUKU UTARA,BPS_Centroids,664,38.76029234,8203064007,664,1,664,664
