Name,Phase,dist,Demand...Projected.nodal.demand.per.year,Demand..household....Target.household.count,PercentOfNewGridConnections,far.sighted.sequence,CumulativeHousesConnected.qty,Pln_cabang,Metric...System,Ei_subarea,Full_popul,X,Y
817103100512,3,41.6003618933398,7182,7,0.979041708388274,590,98753,AMBON,grid,Ambon&Sera,34,128.158724,-3.645082
817103100513,Pre-Electrified,NA,0,0,NA,NA,NA,AMBON,unelectrified,Ambon&Sera,46,128.188217,-3.648296
817103100514,2,654.578427057584,65664,64,0.379331198508928,119,38262,AMBON,grid,Ambon&Sera,318,128.174628,-3.641956
817103100515,2,173.87320204874,9234,9,0.379420424915978,120,38271,AMBON,grid,Ambon&Sera,41,128.175682,-3.640799
817103100516,2,637.959853703758,111834,109,0.380501055845817,121,38380,AMBON,grid,Ambon&Sera,543,128.172489,-3.636028
817103100601,Pre-Electrified,NA,0,0,NA,NA,NA,AMBON,unelectrified,Ambon&Sera,288,128.184865,-3.654095
817103100602,Pre-Electrified,NA,0,0,NA,NA,NA,AMBON,unelectrified,Ambon&Sera,77,128.188738,-3.65196
817103100603,Pre-Electrified,NA,0,0,NA,NA,NA,AMBON,unelectrified,Ambon&Sera,388,128.188272,-3.649176
817103100701,Pre-Electrified,NA,0,0,NA,NA,NA,AMBON,unelectrified,Ambon&Sera,534,128.199224,-3.659084
817103100702,Pre-Electrified,NA,0,0,NA,NA,NA,AMBON,unelectrified,Ambon&Sera,463,128.198255,-3.655465
817103100703,Pre-Electrified,NA,0,0,NA,NA,NA,AMBON,unelectrified,Ambon&Sera,183,128.197279,-3.653544
817103100704,Pre-Electrified,NA,0,0,NA,NA,NA,AMBON,unelectrified,Ambon&Sera,2366,128.192367,-3.648543
817103100705,Pre-Electrified,NA,0,0,NA,NA,NA,AMBON,unelectrified,Ambon&Sera,1124,128.197963,-3.638321
817103100801,Pre-Electrified,NA,0,0,NA,NA,NA,AMBON,unelectrified,Ambon&Sera,0,128.198803,-3.637062
817103100802,Pre-Electrified,NA,0,0,NA,NA,NA,AMBON,unelectrified,Ambon&Sera,365,128.200924,-3.636385
817103100803,Pre-Electrified,NA,0,0,NA,NA,NA,AMBON,unelectrified,Ambon&Sera,298,128.20824,-3.634406
817103100804,Pre-Electrified,NA,0,0,NA,NA,NA,AMBON,unelectrified,Ambon&Sera,15,128.214302,-3.631195
817103100805,Pre-Electrified,NA,0,0,NA,NA,NA,AMBON,unelectrified,Ambon&Sera,379,128.212368,-3.631876
817103100806,Pre-Electrified,NA,0,0,NA,NA,NA,AMBON,unelectrified,Ambon&Sera,24,128.202982,-3.630011
817103100807,Pre-Electrified,NA,0,0,NA,NA,NA,AMBON,unelectrified,Ambon&Sera,259,128.194409,-3.628795
817103100808,Pre-Electrified,NA,0,0,NA,NA,NA,AMBON,unelectrified,Ambon&Sera,241,128.203691,-3.627857
817103100809,Pre-Electrified,NA,0,0,NA,NA,NA,AMBON,unelectrified,Ambon&Sera,117,128.195532,-3.62679
817103100810,Pre-Electrified,NA,0,0,NA,NA,NA,AMBON,unelectrified,Ambon&Sera,139,128.201066,-3.624839
817103100811,Pre-Electrified,NA,0,0,NA,NA,NA,AMBON,unelectrified,Ambon&Sera,0,128.213972,-3.630064
817103100812,Pre-Electrified,NA,0,0,NA,NA,NA,AMBON,unelectrified,Ambon&Sera,765,128.189456,-3.620829
817103100813,Pre-Electrified,NA,0,0,NA,NA,NA,AMBON,unelectrified,Ambon&Sera,22,128.189183,-3.617176
817103100814,Pre-Electrified,NA,0,0,NA,NA,NA,AMBON,unelectrified,Ambon&Sera,170,128.190146,-3.60816
810501000699,MiniGrid Systems,NA,87210,85,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,394,134.196354,-6.726419196
810501000801,MiniGrid Systems,NA,56430,55,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,222,134.07715,-6.71811
810501000802,MiniGrid Systems,NA,24624,24,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,96,134.082023,-6.709647
810501000803,MiniGrid Systems,NA,35910,35,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,141,134.084918,-6.704945
810501000999,MiniGrid Systems,NA,30780,30,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,161,134.1160147,-6.687470591
810501001001,1,1210.41770664328,36936,36,0.0193285859613428,2,152,Cabang Tual,grid,Pulau Dobo,127,134.247902,-6.615735
810501001101,MiniGrid Systems,NA,70794,69,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,226,134.294796,-6.666058
810501001501,1,347.318306462455,25650,25,0.0225076297049847,3,177,Cabang Tual,grid,Pulau Dobo,100,134.248909,-6.612776
810501001502,1,1857.68802014809,72846,71,0.0315361139369278,4,248,Cabang Tual,grid,Pulau Dobo,289,134.23719,-6.600793
810501001699,MiniGrid Systems,NA,62586,61,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,254,134.3343653,-6.628741672
810501001701,1,298.046021890847,125172,122,0.0470498474059003,5,370,Cabang Tual,grid,Pulau Dobo,546,134.237361,-6.598118
810501001899,2,3241.32125821473,66690,65,0.343209562563581,24,2699,Cabang Tual,grid,Pulau Dobo,314,134.1975292,-6.575465654
810501001901,MiniGrid Systems,NA,16416,16,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,51,134.14859,-6.654681
810501001902,MiniGrid Systems,NA,8208,8,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,26,134.089175,-6.649166
810501001903,MiniGrid Systems,NA,13338,13,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,40,134.092323,-6.635972
810501001904,MiniGrid Systems,NA,12312,12,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,39,134.095539,-6.623395
810501002001,1,1678.17496444609,119016,116,0.0147507629704985,1,116,Cabang Tual,grid,Pulau Dobo,428,134.119511,-6.612517
810501002002,1,2332.87527953247,50274,49,0.0532807731434385,6,419,Cabang Tual,grid,Pulau Dobo,179,134.093784,-6.605326
810501002003,Pre-Electrified,NA,0,0,NA,NA,NA,Cabang Tual,unelectrified,Pulau Dobo,308,134.118009,-6.599497
810501002101,1,2018.89615023541,167238,163,0.0740081383519837,7,582,Cabang Tual,grid,Pulau Dobo,774,134.094267,-6.587176
810501002102,1,2321.58321080885,57456,56,0.314216683621567,21,2471,Cabang Tual,grid,Pulau Dobo,266,134.096479,-6.551912
810501002201,Pre-Electrified,NA,0,0,NA,NA,NA,Cabang Tual,unelectrified,Pulau Dobo,218,134.098619,-6.53149
810501002202,MiniGrid Systems,NA,17442,17,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,81,134.099067,-6.508449
810501002203,MiniGrid Systems,NA,16416,16,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,78,134.129828,-6.487717
810501002204,MiniGrid Systems,NA,29754,29,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,140,134.126105,-6.458157
810501002301,1,2112.13966507997,169290,165,0.0949898270600203,8,747,Cabang Tual,grid,Pulau Dobo,594,134.177513,-6.483275
810501002401,1,1794.25363288635,171342,167,0.116225839267548,9,914,Cabang Tual,grid,Pulau Dobo,738,134.173358,-6.467676
810501002501,3,11309.6635577958,182628,178,0.878942014242116,61,6912,Cabang Tual,grid,Pulau Dobo,594,134.119266,-6.38133
810501002601,MiniGrid Systems,NA,26676,26,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,93,134.135869,-6.317772
810501002602,MiniGrid Systems,NA,97470,95,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,343,134.251769,-6.268375
810501002701,MiniGrid Systems,NA,66690,65,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,272,134.125764,-6.239523
810501002801,3,4244.67945927202,144666,141,0.739191251271617,51,5813,Cabang Tual,grid,Pulau Dobo,469,134.132519,-6.169415
810501002802,3,2277.68595961614,61560,60,0.746820956256358,52,5873,Cabang Tual,grid,Pulau Dobo,200,134.111923,-6.168881
810501100101,MiniGrid Systems,NA,16416,16,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,57,134.198952,-6.939044
810501100102,3,3166.87791503773,48222,47,0.999745676500509,74,7862,Cabang Tual,grid,Pulau Dobo,170,134.200526,-6.918891
810501100103,3,1859.08391165442,26676,26,0.993769074262462,73,7815,Cabang Tual,grid,Pulau Dobo,94,134.222138,-6.900161
810501100104,3,2219.13049009262,25650,25,0.990462868769074,72,7789,Cabang Tual,grid,Pulau Dobo,90,134.237423,-6.893142
810501100201,3,2530.23259540787,57456,56,0.987283825025432,71,7764,Cabang Tual,grid,Pulau Dobo,234,134.255403,-6.884217
810501100202,3,6687.75300510177,34884,34,0.980162767039674,70,7708,Cabang Tual,grid,Pulau Dobo,138,134.276564,-6.875475
810501100399,3,2610.63447491921,29754,29,0.975839267548322,69,7674,Cabang Tual,grid,Pulau Dobo,114,134.3239593,-6.838017804
810501100401,3,7424.14097538968,86184,84,0.972151576805697,68,7645,Cabang Tual,grid,Pulau Dobo,409,134.329735,-6.815251
810501100501,3,0,119016,116,0.670396744659207,46,5272,Cabang Tual,grid,Pulau Dobo,548,134.375841,-6.766653
810501100601,MiniGrid Systems,NA,35910,35,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,152,134.147684,-6.857778
810501100701,3,2705.22068901354,83106,81,0.680696846388606,47,5353,Cabang Tual,grid,Pulau Dobo,387,134.395286,-6.751854
810501100702,3,558.510438987316,46170,45,0.686419125127162,48,5398,Cabang Tual,grid,Pulau Dobo,213,134.400338,-6.751612
810501100899,MiniGrid Systems,NA,86184,84,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,421,134.4072236,-6.673208833
810501100901,MiniGrid Systems,NA,119016,116,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,557,134.478962,-6.660154
810501101099,MiniGrid Systems,NA,97470,95,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,540,134.296675,-6.379278876
810501101199,MiniGrid Systems,NA,48222,47,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,282,134.3876645,-6.467679236
810501101201,MiniGrid Systems,NA,79002,77,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,346,134.488992,-6.562141
810502000701,MiniGrid Systems,NA,44118,43,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,173,134.631348,-6.479342
810502000702,MiniGrid Systems,NA,53352,52,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,206,134.642295,-6.477181
810502000899,MiniGrid Systems,NA,44118,43,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,235,134.6090992,-6.484161451
810502000901,MiniGrid Systems,NA,49248,48,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,219,134.581593,-6.483066
810502001099,MiniGrid Systems,NA,70794,69,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,306,134.5089303,-6.47067793
810502001101,MiniGrid Systems,NA,87210,85,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,310,134.47179,-6.2622
810502001299,MiniGrid Systems,NA,41040,40,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,213,134.4878066,-6.319772044
810502001399,MiniGrid Systems,NA,55404,54,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,214,134.4447662,-6.363280507
810502001401,2,8726.82486731106,208278,203,0.410478128179044,28,3228,Cabang Tual,grid,Pulau Dobo,650,134.268177,-6.150149
810502001501,3,10979.0550632376,102600,100,0.721261444557477,50,5672,Cabang Tual,grid,Pulau Dobo,458,134.170909,-6.17007
810502001502,MiniGrid Systems,NA,26676,26,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,118,134.12744,-6.124517
810502001601,3,13450.3056172709,184680,180,0.909460834181078,63,7152,Cabang Tual,grid,Pulau Dobo,585,134.154486,-6.020938
810502001701,1,2662.50058119426,44118,43,0.18324008138352,15,1441,Cabang Tual,grid,Pulau Dobo,171,134.306308,-6.049334
810502001702,1,1622.20587872955,90288,88,0.177772126144456,14,1398,Cabang Tual,grid,Pulau Dobo,354,134.314334,-6.026759
810502001801,2,614.965966371325,84132,82,0.334944048830112,23,2634,Cabang Tual,grid,Pulau Dobo,349,134.266482,-6.071685
810502001802,1,1215.83887542859,83106,81,0.324516785350966,22,2552,Cabang Tual,grid,Pulau Dobo,346,134.267282,-6.066212
810502001803,1,1147.67741967089,235980,230,0.307095625635809,20,2415,Cabang Tual,grid,Pulau Dobo,983,134.277958,-6.063594
810502001804,1,2457.23232322821,431946,421,0.23677517802645,16,1862,Cabang Tual,grid,Pulau Dobo,1800,134.285179,-6.05618
810502001901,1,989.826687008089,225720,220,0.277848423194303,19,2185,Cabang Tual,grid,Pulau Dobo,935,134.345422,-6.038708
810502002001,MiniGrid Systems,NA,11286,11,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,40,134.466586,-6.242367
810502002002,MiniGrid Systems,NA,10260,10,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,33,134.431898,-6.221383
810502002003,MiniGrid Systems,NA,19494,19,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,67,134.480573,-6.199539
810502002004,MiniGrid Systems,NA,11286,11,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,37,134.481791,-6.192786
810502002005,MiniGrid Systems,NA,28728,28,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,101,134.483283,-6.17994
810502002199,MiniGrid Systems,NA,37962,37,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,181,134.5741949,-6.330574277
810502003299,MiniGrid Systems,NA,71820,70,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,388,134.5494031,-6.176497771
810502003301,1,4755.90719890861,124146,121,0.166581892166836,13,1310,Cabang Tual,grid,Pulau Dobo,433,134.328874,-6.024822
810502003499,1,1083.36954689636,37962,37,0.24148016276704,17,1899,Cabang Tual,grid,Pulau Dobo,246,134.3313227,-6.034255733
810502003501,2,1797.79546803495,81054,79,0.368514750762971,26,2898,Cabang Tual,grid,Pulau Dobo,369,134.393963,-6.04231
810502003999,3,18230.8779063094,202122,197,0.934511698880977,64,7349,Cabang Tual,grid,Pulau Dobo,1174,134.5394759,-5.946158817
810502004001,3,305.588636241059,2052,2,1,75,7864,Cabang Tual,grid,Pulau Dobo,7,134.396615,-6.041537
810502004002,2,4459.98908785452,123120,120,0.358468972533062,25,2819,Cabang Tual,grid,Pulau Dobo,514,134.384582,-6.029105
810502004199,1,837.894490210822,67716,66,0.249872838250254,18,1965,Cabang Tual,grid,Pulau Dobo,341,134.3365298,-6.039729998
810502004201,3,1377.78699479678,178524,174,0.708545269582909,49,5572,Cabang Tual,grid,Pulau Dobo,718,134.391784,-6.018994
810502100199,MiniGrid Systems,NA,35910,35,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,185,134.62322,-6.345539196
810502100299,MiniGrid Systems,NA,41040,40,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,230,134.6131295,-6.301210679
810502100399,MiniGrid Systems,NA,32832,32,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,161,134.6642468,-6.311892553
810502100499,MiniGrid Systems,NA,32832,32,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,188,134.6781072,-6.278393331
810502100599,MiniGrid Systems,NA,58482,57,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,283,134.6812111,-6.24247567
810502100699,MiniGrid Systems,NA,71820,70,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,430,134.710874,-6.217243618
810502100799,MiniGrid Systems,NA,31806,31,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,151,134.8625912,-6.209506254
810502100899,MiniGrid Systems,NA,62586,61,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,275,134.8754347,-6.164491362
810502100999,MiniGrid Systems,NA,30780,30,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,146,134.679156,-6.170747572
810502101099,MiniGrid Systems,NA,183654,179,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,1038,134.7260163,-6.137897818
810502101199,MiniGrid Systems,NA,54378,53,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,236,134.6658307,-6.077333909
810502101299,3,8905.57588926822,127224,124,0.95027975584944,65,7473,Cabang Tual,grid,Pulau Dobo,716,134.5605927,-6.02344581
810502101399,MiniGrid Systems,NA,59508,58,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,276,134.6980567,-5.901058937
810502200199,MiniGrid Systems,NA,176472,172,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,1005,134.6596489,-6.699524345
810502200299,MiniGrid Systems,NA,219564,214,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,1315,134.6137836,-6.881337661
810502200301,MiniGrid Systems,NA,55404,54,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,266,134.674081,-6.776183
810502200302,MiniGrid Systems,NA,55404,54,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,269,134.6623,-6.774426
810502200401,MiniGrid Systems,NA,269838,263,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,1079,134.755139,-6.63051
810502200599,MiniGrid Systems,NA,76950,75,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,383,134.7750691,-6.622246754
810502200601,MiniGrid Systems,NA,93366,91,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,297,134.820569,-6.486522
810502200602,MiniGrid Systems,NA,41040,40,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,129,134.831807,-6.482903
810502200701,MiniGrid Systems,NA,28728,28,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,112,134.843923,-6.472283
810502200702,MiniGrid Systems,NA,15390,15,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,59,134.824685,-6.464249
810502200703,MiniGrid Systems,NA,30780,30,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,119,134.886197,-6.369597
810502200704,MiniGrid Systems,NA,13338,13,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,50,134.901301,-6.305384
810503007301,1,5010.45758667386,102600,100,0.151195320447609,12,1189,Cabang Tual,grid,Pulau Dobo,368,134.322351,-5.982546
810503007499,MiniGrid Systems,NA,34884,34,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,153,134.3549175,-5.947847882
810503007501,1,18379.9244135924,65664,64,0.138479145473042,11,1089,Cabang Tual,grid,Pulau Dobo,239,134.322279,-5.937486
810503007502,MiniGrid Systems,NA,26676,26,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,95,134.296877,-5.921118
810503008901,MiniGrid Systems,NA,106704,104,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,484,134.420547,-5.782624
810503009099,MiniGrid Systems,NA,66690,65,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,322,134.3742678,-5.750851943
810503009199,MiniGrid Systems,NA,38988,38,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,224,134.3914883,-5.821729476
810503009299,MiniGrid Systems,NA,57456,56,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,267,134.3949093,-5.861651633
810503009399,MiniGrid Systems,NA,46170,45,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,282,134.2977214,-5.740920472
810503009499,1,2136.54260011125,113886,111,0.130340793489318,10,1025,Cabang Tual,grid,Pulau Dobo,522,134.2161312,-5.810313339
810503009501,Pre-Electrified,NA,0,0,NA,NA,NA,Cabang Tual,unelectrified,Pulau Dobo,1685,134.207842,-5.757977
810503009601,Pre-Electrified,NA,0,0,NA,NA,NA,Cabang Tual,unelectrified,Pulau Dobo,8430,134.235714,-5.75967
810503009701,Pre-Electrified,NA,0,0,NA,NA,NA,Cabang Tual,unelectrified,Pulau Dobo,19058,134.221117,-5.761543
810503009899,2,5354.64400684811,130302,127,0.384664292980671,27,3025,Cabang Tual,grid,Pulau Dobo,728,134.2621813,-5.715720184
810503009901,2,5887.91418998527,171342,167,0.431714140386572,29,3395,Cabang Tual,grid,Pulau Dobo,627,134.249568,-5.664278
810503010099,2,10921.1337539178,174420,170,0.453331637843337,30,3565,Cabang Tual,grid,Pulau Dobo,1000,134.2905137,-5.574914129
810503010101,MiniGrid Systems,NA,29754,29,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,132,134.355665,-5.689581
810503010102,MiniGrid Systems,NA,26676,26,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,118,134.384394,-5.66507
810503010103,MiniGrid Systems,NA,26676,26,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,119,134.427797,-5.612386
810503010104,MiniGrid Systems,NA,21546,21,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,95,134.446743,-5.56563
810503100199,2,7230.98387573514,146718,143,0.591810783316378,40,4654,Cabang Tual,grid,Pulau Dobo,715,134.5616485,-5.371372731
810503100201,3,3090.14538344299,74898,73,0.810910478128179,56,6377,Cabang Tual,grid,Pulau Dobo,225,134.80854,-5.809443
810503100301,3,5385.67191429129,124146,121,0.801627670396745,55,6304,Cabang Tual,grid,Pulau Dobo,697,134.794192,-5.785599
810503100401,3,2184.93063369817,162108,158,0.786241098677518,54,6183,Cabang Tual,grid,Pulau Dobo,651,134.813173,-5.740998
810503100501,3,23719.9220963761,155952,152,0.766149542217701,53,6025,Cabang Tual,grid,Pulau Dobo,754,134.794254,-5.735363
810503100699,MiniGrid Systems,NA,80028,78,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,365,134.7113392,-5.67378598
810503100799,MiniGrid Systems,NA,37962,37,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,175,134.6517246,-5.647509335
810503100899,MiniGrid Systems,NA,46170,45,NA,NA,NA,Cabang Tual,mini-grid,Pulau Dobo,214,134.58244,-5.618179428
810503100901,3,2783.27864900307,57456,56,0.96146998982706,67,7561,Cabang Tual,grid,Pulau Dobo,224,134.597991,-5.566753
810503101099,3,4932.7272427117,32832,32,0.954348931841302,66,7505,Cabang Tual,grid,Pulau Dobo,148,134.60905,-5.544272452
810503101101,2,1741.44342610516,87210,85,0.655645981688708,45,5156,Cabang Tual,grid,Pulau Dobo,323,134.644146,-5.571617
810503101201,2,3268.84043754427,161082,157,0.644837232960326,44,5071,Cabang Tual,grid,Pulau Dobo,539,134.659708,-5.569298
810503101301,2,5745.70090628239,57456,56,0.598931841302136,41,4710,Cabang Tual,grid,Pulau Dobo,183,134.674832,-5.544047
810503101401,2,3142.87687129117,121068,118,0.613936927772126,42,4828,Cabang Tual,grid,Pulau Dobo,326,134.701298,-5.533802
810503101501,2,1921.23280954583,88236,86,0.624872838250254,43,4914,Cabang Tual,grid,Pulau Dobo,305,134.704794,-5.516878
810503101601,2,2262.86242531268,169290,165,0.573626653102747,39,4511,Cabang Tual,grid,Pulau Dobo,554,134.656803,-5.495591
810503101701,2,2744.18778281086,344736,336,0.55264496439471,38,4346,Cabang Tual,grid,Pulau Dobo,1403,134.650192,-5.476334
810503101801,2,2533.77870531259,96444,94,0.497075279755849,35,3909,Cabang Tual,grid,Pulau Dobo,425,134.602864,-5.447354
810503101901,2,23504.6490906115,103626,101,0.46617497456765,31,3666,Cabang Tual,grid,Pulau Dobo,410,134.487308,-5.495449
810503102099,2,5494.61130365141,63612,62,0.474059003051882,32,3728,Cabang Tual,grid,Pulau Dobo,297,134.5133486,-5.453379806
810503102199,3,4250.25917377419,61560,60,0.886571719226857,62,6972,Cabang Tual,grid,Pulau Dobo,267,134.4762132,-5.443662479
810503102299,3,7215.85017681176,101574,99,0.823499491353001,57,6476,Cabang Tual,grid,Pulau Dobo,438,134.7619028,-5.854814895
810503102301,2,4688.53347631687,43092,42,0.4793997965412,33,3770,Cabang Tual,grid,Pulau Dobo,128,134.555185,-5.446793
810503102499,2,3842.87829877192,46170,45,0.485122075279756,34,3815,Cabang Tual,grid,Pulau Dobo,215,134.5863528,-5.431572127
810503102501,2,631.260110961778,71820,70,0.505976602238047,36,3979,Cabang Tual,grid,Pulau Dobo,311,134.608397,-5.445979
810503102699,2,3378.48698389272,31806,31,0.509918616480163,37,4010,Cabang Tual,grid,Pulau Dobo,199,134.6374998,-5.455134369
810503102799,3,3428.89341482917,86184,84,0.834181078331638,58,6560,Cabang Tual,grid,Pulau Dobo,399,134.7507363,-5.883581492
810503102899,3,3704.19774699247,100548,98,0.846642929806714,59,6658,Cabang Tual,grid,Pulau Dobo,448,134.7814114,-5.896948514
810503102901,3,3307.97839884966,77976,76,0.856307222787386,60,6734,Cabang Tual,grid,Pulau Dobo,252,134.80271,-5.876064
810104000199,2,8558.71727913863,176472,172,0.577140420087429,31,5413,Cabang Tual,grid,Saumlaki,1065,131.2237484,-7.956598964
810104000201,2,12460.3906558391,633042,617,0.642925685041049,32,6030,Cabang Tual,grid,Saumlaki,3011,131.110688,-7.952204
810104000901,Pre-Electrified,NA,0,0,NA,NA,NA,Cabang Tual,unelectrified,Saumlaki,9296,131.306625,-7.966798
810104001001,2,1164.89734480084,24624,24,0.558801577993389,30,5241,Cabang Tual,grid,Saumlaki,75,131.289701,-7.997323
810104001002,Pre-Electrified,NA,0,0,NA,NA,NA,Cabang Tual,unelectrified,Saumlaki,5721,131.299581,-7.980404
810104001101,Pre-Electrified,NA,0,0,NA,NA,NA,Cabang Tual,unelectrified,Saumlaki,2700,131.308104,-7.962933
810104001201,1,1386.02904117723,306774,299,0.0318797313146391,1,299,Cabang Tual,grid,Saumlaki,1987,131.325724,-7.935588
810104001301,Pre-Electrified,NA,0,0,NA,NA,NA,Cabang Tual,unelectrified,Saumlaki,886,131.34026,-7.909087
810104001401,Pre-Electrified,NA,0,0,NA,NA,NA,Cabang Tual,unelectrified,Saumlaki,27,131.342411,-7.905136
810104001402,1,2397.17738501012,219564,214,0.215481394604969,14,2021,Cabang Tual,grid,Saumlaki,1173,131.29054,-7.860611
810104001599,1,3684.15554732433,180576,176,0.192664463162384,13,1807,Cabang Tual,grid,Saumlaki,1748,131.3114089,-7.86672668
810104001601,MiniGrid Systems,NA,100548,98,NA,NA,NA,Cabang Tual,mini-grid,Saumlaki,431,131.212469,-8.051268
810104001799,1,3252.69810498981,186732,182,0.234886448448662,15,2203,Cabang Tual,grid,Saumlaki,1049,131.2903458,-7.91226788
810104100101,Pre-Electrified,NA,0,0,NA,NA,NA,Cabang Tual,unelectrified,Saumlaki,1112,131.364023,-7.867248
810104100201,Pre-Electrified,NA,0,0,NA,NA,NA,Cabang Tual,unelectrified,Saumlaki,318,131.350377,-7.835416
810104100202,3,2458.48103260347,44118,43,0.788250346518819,39,7393,Cabang Tual,grid,Saumlaki,1549,131.379032,-7.851044
810104100301,Pre-Electrified,NA,0,0,NA,NA,NA,Cabang Tual,unelectrified,Saumlaki,2163,131.4294,-7.81454
810104100501,Pre-Electrified,NA,0,0,NA,NA,NA,Cabang Tual,unelectrified,Saumlaki,579,131.477,-7.770593
810104100502,Pre-Electrified,NA,0,0,NA,NA,NA,Cabang Tual,unelectrified,Saumlaki,1168,131.43153,-7.763759
810104100601,Pre-Electrified,NA,0,0,NA,NA,NA,Cabang Tual,unelectrified,Saumlaki,869,131.481395,-7.758846
810104100701,Pre-Electrified,NA,0,0,NA,NA,NA,Cabang Tual,unelectrified,Saumlaki,837,131.477067,-7.744806
810104100801,Pre-Electrified,NA,0,0,NA,NA,NA,Cabang Tual,unelectrified,Saumlaki,2332,131.519517,-7.724725
810104100901,1,1542.58939239904,229824,224,0.0557628745068771,2,523,Cabang Tual,grid,Saumlaki,963,131.531728,-7.727073
