"Name","Latitude","Longitude","pop_buffer_hybrid","ho_size","EI_SubArea","PLN_Cabang","PROVINSI","XY_Source","full_population_2010_Census_BIG_method","distance_to_nearest_line_km","Desa","population_buffer_corrected","SettlementTargetElectrificationRate_2010Census","pop_outside_1kmBuffer","pop"
530201300201,-9.843495,119.938138,991,4.22,"AreaSumba","AreaSumba","NUSA TENGGARA TIMUR","BIG_Settlements",991,11.58577317,5302013002,991,1,991,991
530201300399,-9.79869764760957,119.950761011526,761,5.51,"AreaSumba","AreaSumba","NUSA TENGGARA TIMUR","BPS_Centroids",761,6.45728962,5302013003,761,1,761,761
530201300499,-9.81988138758422,119.999126369467,615,5.13,"AreaSumba","AreaSumba","NUSA TENGGARA TIMUR","BPS_Centroids",615,9.352987999,5302013004,615,1,615,615
530201300599,-9.79896814667743,119.898290024512,368,5.11,"AreaSumba","AreaSumba","NUSA TENGGARA TIMUR","BPS_Centroids",368,9.146186446,5302013005,368,1,368,368
530202000199,-9.96198227712652,119.953395228123,1230,5.3,"AreaSumba","AreaSumba","NUSA TENGGARA TIMUR","BPS_Centroids",1230,24.38323431,5302020001,1230,1,1230,1230
530202000299,-9.95713052066484,120.013921737694,290,4.6,"AreaSumba","AreaSumba","NUSA TENGGARA TIMUR","BPS_Centroids",290,24.4931171,5302020002,290,1,290,290
530202000301,-9.945236,120.074148,150,4.38,"AreaSumba","AreaSumba","NUSA TENGGARA TIMUR","BIG_Settlements",150,24.75755527,5302020003,150,1,150,150
530202000302,-9.944879,120.082132,883,4.38,"AreaSumba","AreaSumba","NUSA TENGGARA TIMUR","BIG_Settlements",883,25.04175862,5302020003,883,1,883,883
530202000303,-9.947342,120.084694,263,4.38,"AreaSumba","AreaSumba","NUSA TENGGARA TIMUR","BIG_Settlements",263,25.19996712,5302020003,263,1,263,263
530202000304,-9.94895,120.071827,189,4.38,"AreaSumba","AreaSumba","NUSA TENGGARA TIMUR","BIG_Settlements",189,25.05519779,5302020003,189,1,189,189
530202000401,-10.016881,120.041869,162,3.81,"AreaSumba","AreaSumba","NUSA TENGGARA TIMUR","BIG_Settlements",167,28.92578751,5302020004,167,1,167,167
530202000402,-10.013134,120.045957,715,3.81,"AreaSumba","AreaSumba","NUSA TENGGARA TIMUR","BIG_Settlements",738,28.88365901,5302020004,738,1,738,738
530202000403,-10.007943,120.049339,302,3.81,"AreaSumba","AreaSumba","NUSA TENGGARA TIMUR","BIG_Settlements",312,28.56503137,5302020004,274,0.88,312,312
530202001099,-9.96536897106943,120.162591863361,912,4.58,"AreaSumba","AreaSumba","NUSA TENGGARA TIMUR","BPS_Centroids",912,16.43198052,5302020010,912,1,912,912
530202001101,-9.930374,120.10097,1075,4.71,"AreaSumba","AreaSumba","NUSA TENGGARA TIMUR","BIG_Settlements",1221,23.85711404,5302020011,1075,0.88,1221,1221
530202001399,-9.97177392571962,120.057081093319,449,4.84,"AreaSumba","AreaSumba","NUSA TENGGARA TIMUR","BPS_Centroids",581,26.98864303,5302020013,449,0.77,581,581
530202001499,-10.022351224259,120.008459345183,467,4.49,"AreaSumba","AreaSumba","NUSA TENGGARA TIMUR","BPS_Centroids",467,31.34375559,5302020014,467,1,467,467
530202001501,-9.907019,120.114158,558,3.72,"AreaSumba","AreaSumba","NUSA TENGGARA TIMUR","BIG_Settlements",558,22.87624207,5302020015,558,1,558,558
530202001699,-9.92017360016679,119.985227890812,358,4.31,"AreaSumba","AreaSumba","NUSA TENGGARA TIMUR","BPS_Centroids",358,19.90748664,5302020016,358,1,358,358
530202100101,-10.066597,120.055039,77,4.13,"AreaSumba","AreaSumba","NUSA TENGGARA TIMUR","BIG_Settlements",77,24.33289169,5302021001,77,1,77,77
530202100102,-10.090944,120.075516,37,4.13,"AreaSumba","AreaSumba","NUSA TENGGARA TIMUR","BIG_Settlements",37,20.9628742,5302021001,37,1,37,37
530202100103,-10.096129,120.026807,1166,4.13,"AreaSumba","AreaSumba","NUSA TENGGARA TIMUR","BIG_Settlements",1166,25.35137271,5302021001,1166,1,1166,1166
530202100104,-10.06914,120.050533,108,4.13,"AreaSumba","AreaSumba","NUSA TENGGARA TIMUR","BIG_Settlements",108,24.57723498,5302021001,108,1,108,108
530202100201,-10.13727,120.062307,98,4.07,"AreaSumba","AreaSumba","NUSA TENGGARA TIMUR","BIG_Settlements",98,20.03658015,5302021002,98,1,98,98
530202100202,-10.14847,120.075496,153,4.07,"AreaSumba","AreaSumba","NUSA TENGGARA TIMUR","BIG_Settlements",153,18.28856772,5302021002,153,1,153,153
530202100203,-10.130638,120.053242,214,4.07,"AreaSumba","AreaSumba","NUSA TENGGARA TIMUR","BIG_Settlements",214,21.21395291,5302021002,214,1,214,214
530202100204,-10.14376,120.073777,796,4.07,"AreaSumba","AreaSumba","NUSA TENGGARA TIMUR","BIG_Settlements",796,18.61968941,5302021002,796,1,796,796
530202100205,-10.136431,120.061253,95,4.07,"AreaSumba","AreaSumba","NUSA TENGGARA TIMUR","BIG_Settlements",95,20.17550936,5302021002,95,1,95,95
530202100206,-10.117325,120.070149,106,4.07,"AreaSumba","AreaSumba","NUSA TENGGARA TIMUR","BIG_Settlements",106,20.05634974,5302021002,106,1,106,106
530202100301,-10.17462,120.110792,96,4.44,"AreaSumba","AreaSumba","NUSA TENGGARA TIMUR","BIG_Settlements",96,13.87382631,5302021003,96,1,96,96
530202100302,-10.172377,120.116576,810,4.44,"AreaSumba","AreaSumba","NUSA TENGGARA TIMUR","BIG_Settlements",810,13.29186215,5302021003,810,1,810,810
530202100303,-10.166656,120.111399,148,4.44,"AreaSumba","AreaSumba","NUSA TENGGARA TIMUR","BIG_Settlements",148,13.97545519,5302021003,148,1,148,148
530202100304,-10.16667,120.103912,87,4.44,"AreaSumba","AreaSumba","NUSA TENGGARA TIMUR","BIG_Settlements",87,14.77648222,5302021003,87,1,87,87
530202100305,-10.172582,120.103606,115,4.44,"AreaSumba","AreaSumba","NUSA TENGGARA TIMUR","BIG_Settlements",115,14.68733933,5302021003,115,1,115,115
530202100306,-10.170725,120.104432,50,4.44,"AreaSumba","AreaSumba","NUSA TENGGARA TIMUR","BIG_Settlements",50,14.63358656,5302021003,50,1,50,50
530202100499,-10.1289149661295,120.13836441556,924,4.3,"AreaSumba","AreaSumba","NUSA TENGGARA TIMUR","BPS_Centroids",924,12.90492919,5302021004,924,1,924,924
530202100501,-10.064786,120.163576,738,4.73,"AreaSumba","AreaSumba","NUSA TENGGARA TIMUR","BIG_Settlements",738,16.36999855,5302021005,738,1,738,738
